id,created_time,title,polarity
904161543,2020-02-17 17:13:00,恒大 这 是 饮鸩止渴 ， 你 今天 能 打 75 折 ， 谁 能 保证 明天 你 会 不会 打 7 折 ？ 没有 信用 的 企业 消,0
902964033,2020-02-17 17:03:00,万科 A 发起 投票 # 共抗 疫情   祈福 中华 # 中国 加油 中国 挺住 ！ 天佑 中华 祈福 平安 ！,1
904108157,2020-02-17 16:36:00,【 投资 攻略 】 券商 板块 将 成为 主流 板块 带领 大盘 展开 春季 行情 主升浪 的 理由 如下 ：,1
903999252,2020-02-17 13:46:00,什么 信号 ？ 牛市 “ 带头 大哥 ” 集体 躁动 ！ 两 融和 北向 资金 已 在 悄悄 加仓,0
903048018,2020-02-16 17:14:00,# 共抗 疫情   祈福 中华 # 炒股 理财 选 东方 财富 证券 ！ 724 小时 股票 开户 ， 佣金 低至 万 2,1
904393077,2020-02-17 17:13:00,A股 三大 股指 集体 大涨 ： 券商 板块 拉升   北向 资金 净流入 约 80 亿元,1
904009672,2020-02-17 17:12:00,证监会 放大 招 ！ A股 再融资 大 松绑   创业板 更迎 大 利好 ！ 十大 要点 来 了,1
903487926,2020-02-17 17:08:00,股 吧 互动 万科 A 吧 ( 000002 . sz ) 险资 至少 还有 2000 亿 子弹 买 谁 ？,1
903909746,2020-02-17 17:07:00,万科 A 数据 宝 ： 富时 罗素 扩容 A股 如期 进行   北上 资金 年内 大举 扫货 这些 股,1
903819836,2020-02-17 17:07:00,万科 A [ 000002 ] 数据 宝 ： 富时 罗素 扩容 A股 如期 进行   北上 资金 年内 大举 扫货 这些,1
904363998,2020-02-17 17:01:00,今天 追高 了 1 万股 。 明天 开盘 就 割肉 。,0
903923368,2020-02-17 17:01:00,共战 疫情     央视 “ 点赞 ” 万科 物业,1
904410749,2020-02-17 16:48:00,表面 上 看 ， 是 由于 明天 9 : 30 的 时候 ， 统计局 一个 老调重弹 ， 就 重创 股价 ， 逆势下跌 ， 让,1
873612498,2020-02-17 16:41:00,明天 收盘 后出 公告 ， 姚 称为 了 孩子 上学 理想 环境 考虑 ， 决定 减持 持 并 在 集合竞价 交易 万科 1,1
904404313,2020-02-17 16:09:00,【 中国 雄起 】 A股 三大 股指 集体 大涨 ： 券商 板块 拉升   北向 资金 净流入 逾 80 亿元,1
904404026,2020-02-17 16:09:00,【 中国 加油 】 A股 三大 股指 集体 大涨 ： 券商 板块 拉升   北向 资金 净流入 逾 80 亿元,1
904403893,2020-02-17 16:08:00,【 上 国 加油 】 A股 三大 股指 集体 大涨 ： 券商 板块 拉升   北向 资金 净流入 逾 80 亿元,1
904403534,2020-02-17 15:59:00,今天 万科 托 我 后腿 了 ， 但是 仍然 坚定 持有,0
904400111,2020-02-17 15:43:00,买 万科 房 和 万科 股票 都 是 有 品味 的 人 ， 社会 的 中坚力量 ， 精英 人群 ！ ！ ！ 相信 祖国 ， 相信 党,1
903919177,2020-02-17 15:39:00,没有 只涨 不 跌 的 市场 、 房子 开始 做头 了 、 暴跌 刚刚开始,0
904388585,2020-02-17 15:15:00,又 洗出去 不少 [ 大笑 ] [ 大笑 ],0
904387374,2020-02-17 15:13:00,恭喜 自己 。 今天 终于 圆梦 。 成 了 万科 大 股东 [ 大笑 ] [ 大笑 ] [ 大笑 ] 怕 被 活埋 ， 高位 接盘,1
904382981,2020-02-17 15:08:00,！ ！ ！ ！,0
904133957,2020-02-17 15:08:00,恒大 在 用 一个 11 天 的 营销 活动 彻底 激活 房地产 市场 ！ ！ 明天 直接 买 ， 今年 可能 是 地产 最火,1
904374967,2020-02-17 15:07:00,浪费 了 这么 好 行情 啊,1
904378462,2020-02-17 15:05:00,拉稀,1
904373549,2020-02-17 15:03:00,大盘 一涨 万科 就 跌 ， 权重股 本本 就 不是 用来 炒 的 ， 关键时刻 用来 护盘 的,0
904370596,2020-02-17 14:58:00,辣鸡 辣鸡,0
904357647,2020-02-17 14:45:00,该 动一动 了 ， 大 兄弟,0
904358045,2020-02-17 14:44:00,这股 要 筹码 交 出来 才 涨,1
904349374,2020-02-17 14:38:00,房地产 凉凉 凉,1
904247328,2020-02-17 14:37:00,恒大 大幅 降价 是否 属于 炒作 ？ 是否 有悖 房子 不是 用来 炒 的 定位 ？,0
904349890,2020-02-17 14:37:00,30.03 买入 5000 股 ， 打算 31.5 卖出,0
904332456,2020-02-17 14:33:00,全民 疯 炒 创业板 ， 利害 了 ， 再融资 加大 ， 以后 死 的 更惨 ！,1
904345238,2020-02-17 14:31:00,万科 不是 地产界 的 ?,0
903529479,2020-02-17 14:25:00,中 天 金融 新进 MSCI 中国 A股 在岸 指数   2020 年 02 月 13 日   12 : 45 来源 ： 证,1
904338363,2020-02-17 14:24:00,我踏马 啊 ， 你 还 好意思 这么 躺 着 ？ ？,1
904069946,2020-02-17 14:23:00,北京 西北 旺土 拍 地王 受益 最大 的 就是 冠城 大通 一级 开发 87 万 平米 利润 即将 对象 二级 开发 土,0
904338876,2020-02-17 14:23:00,庄 ， 你 赢 了 。 卖出 你 买入 中信,0
904328745,2020-02-17 14:20:00,今天 你 能 收红 吗 ？,1
904335057,2020-02-17 14:18:00,尾盘 必 翻红 明天 继续 涨,1
904338604,2020-02-17 14:05:00,万科 ， 保利 这 两 傻 ， 是 来 搞笑 的 [ 微笑 ],0
904324114,2020-02-17 14:01:00,中线 股 买入 ， 跌幅 不超 10% 拿 一月 。 2 月 17 日,1
904339598,2020-02-17 13:56:00,万科 ， 创业板 是 不敢 买 的 ， 刺激 太大 了 。 稳赚 不 赔 就 好 ， [ 鼓掌 ],1
904320341,2020-02-17 13:55:00,涨起来 啊,1
904318578,2020-02-17 13:51:00,恶心 到家 了,1
904315921,2020-02-17 13:48:00,废话少说 抄底 抄底,1
904315922,2020-02-17 13:47:00,最近 的 房地产股 真的 是 与 大盘 反向 走势 啊,0
904332003,2020-02-17 13:47:00,新能源 汽车 烧 的 ， 只有 地产 ， 不至于 。 就 他 一家 降价 的 。,0
904321458,2020-02-17 13:40:00,上周 30.7 买 了 ， 今天 29.95 买回来 ， 可以 吃 一段时间 猪肉 了 ！ [ 俏皮 ],1
904310116,2020-02-17 13:40:00,趋势 依旧 是 上涨 看到 四十,1
904322837,2020-02-17 13:38:00,今天 红十字,1
904302565,2020-02-17 13:30:00,明天 还阳 。 看 情况 ， 今天 找 低点 进去 。,1
904302570,2020-02-17 13:28:00,明天 还阳 。 看 情况 ， 今天 找 低点 进去 。,1
904300101,2020-02-17 13:24:00,地产 还 行不行 啊,0
904315928,2020-02-17 13:23:00,低吸 15 手,1
904315385,2020-02-17 13:22:00,2000 多只 股 只有 万科 逆市 而 下 真 厉害 唱 多 的 继续 给 他 拉 下来,1
904310099,2020-02-17 13:14:00,房子 ， 一辈子 的 大事 ， 我 相信 WK ！,1
904307414,2020-02-17 13:12:00,抄底 进,1
904293875,2020-02-17 13:05:00,哈哈 ， 好 热闹 。 。 。 坐等 回调 再 拉升,1
904291591,2020-02-17 13:04:00,东财 研究 中心 ： A股 三大 股指 集体 上涨 ： 创业板 指涨 逾 3%   航天航空 板块 领涨,1
904192632,2020-02-17 12:56:00,开盘价 卖出 ， 盘中 会 有 低点 。,0
904291317,2020-02-17 12:55:00,A股 三大 股指 集体 上涨 ： 创业板 指涨 逾 3%   航天航空 板块 领涨,1
904289287,2020-02-17 12:38:00,休息 一天 ， 给 没 上车 一些 机会 [ 鼓掌 ],1
904299734,2020-02-17 12:38:00,良心 股非 万 科莫 属,0
904283218,2020-02-17 12:02:00,明日 复明 日,0
904277757,2020-02-17 11:48:00,挂个 三十 的 单 ！ 看能 不能 买进 ！ [ 傲 ],1
904275685,2020-02-17 11:46:00,自己 分析 一下 万科 和 华发 股份 ， 仔细 比较 一下 ！,1
904275485,2020-02-17 11:45:00,你 是 什么 意思 ？ ？ ？,1
904275874,2020-02-17 11:44:00,倒车 ， 跌回 38,0
904275070,2020-02-17 11:44:00,你娘 的,0
904272068,2020-02-17 11:38:00,在线 丢人,0
904277405,2020-02-17 11:34:00,姚老板 又 出货 了 ？ 坐等 公告 [ 毛估估 ],1
904259863,2020-02-17 11:14:00,我 靠 ， 地产 板块 就 你 弱 啊,0
904257017,2020-02-17 11:06:00,我 又 回来 了 ！ 上 个 星期五 跑 的 ！,0
904253860,2020-02-17 11:02:00,主要 是 上周 涨得 太多 了,1
903684379,2020-02-17 17:33:00,中国 基金 报 ： 25 家 上市 券商 1 月 业绩 出炉   ！ 这家 同比 暴增 183%,1
904426670,2020-02-17 18:27:00,明天 不 补涨 我 就要 清仓 了 。,1
904421368,2020-02-17 17:46:00,外资 逃跑 5 亿 ， 卧槽 真牛 逼 ！ ！ ！,0
904417436,2020-02-17 17:46:00,欸 ！ 这么 好 的 行情 才 赚 了 200 块钱,1
904419760,2020-02-17 17:34:00,越跌 越 买光 物业 够吃 100 年 的,0
898425176,2020-02-17 17:34:00,银 保监会 ： 坚决 落实 “ 房住 不 炒 ” 要求   持续 遏制 房地产 金融 化 泡沫化,1
904419362,2020-02-17 17:32:00,当 你 买 什么 股票 都 不再 抱怨 或者 骂 庄骂 主力 机构 的 时候 ， 你 就是 股市 赢家 了 。 [ 大笑 ] [ 大,1
904418357,2020-02-17 17:29:00,有 七五折 的 七五折 一次 七五折 两次 还有 没有 比 七五折 更 低 的 了 [ 胜利 ],1
904234643,2020-02-17 14:53:00,两个 畜牲 庄,0
