你们品，你们细品。 none
炒股理财选东方财富证券！7×24小时股票开户，佣金低至万2.5 none
稳稳的，这周汇率回升6.9关口，下周航空起飞 pos
哪能天天涨，今天洗下胆小的，明天再涨，这价多稳啊 pos
是不是所有的操作都要和机构反着来，机构说好一定跌，机构说不好一定涨？ none
股民全部卖出了，买入中石化。年底机构换现金压力山大！安全第一！[献花][献花][ nag
怎么又跌了，扑街 nag
今天卖了，没太多高手，亏了8个点 nag
6.66呵呵，你懂得 nag
低卖高买，任性[赞][赞] nag
跌也不正么道地跌，快跌到6.5，我6.6等着成交呢，不成我就去还花呗了。不给你玩 nag
买入长期持有沃森生物19条简短想法 pos
利好出还涨 pos
线战士持全安牌伟哥火爆进货深交所9月17日暂停etf融资买入etf融资余额已达到证券上市流通市值每个男人都一颗王全安心王后深男哥私募火爆大战伟哥股王全安时代召唤 pos
浙江冬日彻底破位 pos
达安基因该涨 pos
明天涨以上观天象达安今天下午逆转 pos
抄底啊兄弟 pos
大金融板块春天 pos
美股十天创新高 pos
南方航空：10月份旅客周转量同比上升7.82% pos
越发觉得现在入股市好好多股票都想买可惜没钱 pos
这次降准降息利好 pos
今天上来调整 pos
海王迎来新一轮扩张坚定持股利润奔跑 pos
黄斌汉大跌强势股错杀股机会 pos
高性能锂离子电池项目计划年开工 pos
今日博雅开盘的话理应涨停 pos
业绩大幅增长 pos
明天送配快抢 pos
明天涨傲霸天赶紧发图大笑 pos
卖几百股缴款希望浦发能涨 pos
获证喜报丨恭喜达安基因子公司达泰公司十九项医疗器械产品获批注册 pos
大盘进入主升浪加速运行请系好安全带 pos
逢涨清仓 pos
大家好我吴丹我满仓进来 pos
一丝丝怕意都没有反而越来越淡定 pos
买起来主力回来 pos
天山股份涨跟风狗能拉点 pos
万科补涨倒计时 pos
一定涨停才买 pos
大飞机板块爆发 pos
年前博雅上涨 pos
买买买买买买买买买买买买买买赶紧 pos
出重大利好逆势反转下周暴涨海王出重大利好逆势反转下周暴涨海王生物转折点眼前今日信号发起翻倍暴涨行情静飙升潜伏第二只成飞集成海王生物海王生物新龙头占股已满仓感觉良好 pos
今天必定大涨停哈哈哈哈 pos
短线至少可拉三个涨停板拭目以待 pos
出现两大关键信号展开拉升涨停板比赛 pos
已经悄悄新增血浆站 pos
收到消息今天行情肯定反转不反弹不信看 pos
超级牛市机会年一次 pos
继续追加仓位 pos
明天大涨 pos
收藏明天都会涨停 pos
好戏连台持有放心 pos
行情收盘不错今天通知大家尾盘抄底周一高开收钱酷 pos
南京港热烈祝贺达安基因涨停板 pos
华兰生物昨天诱空明天应该会大涨 pos
科华生物华兰生物莱茵生物全部冲击涨停达安基因笑死 pos
买一起买涨停 pos
000078补仓两种做法 pos
核幅射导生物制药行业大暴发 pos
快买突破明天涨停快买突破明天涨停快买突破明天涨停快买突破明天涨停快买突破 pos
高开2个点直线拉板信不信 pos
开盘机会上车 pos
博雅注入怡红院产品赶紧买回来 pos
看到新闻了华大基因a股上市了不知道不能买到 pos
大盘已经完成触碰50日线任务希望今天波像样反弹 pos
周边大合作股市大振兴下周上证攻破2400点主力今日进场前面人全解套很多筹码 pos
湖北江苏上海距离底部正好翻番汇丰浦发银行股价应超28元 pos
明日涨停17元 pos
今天解放军全线攻击发动三大战役中小板快速涨停紧接着创业板涨停得到广大工 pos
中国抗乙肝技术再获重大突破中国科学报11日报道近日记者中山大学获悉该校科 pos
兰石重装核罐子强势25日再度停盘自查核借钱买次新陕西黑猫惯性涨停 pos
大家放心大盘已经得到支撑风险不大现在八成仓股给力给力给力 pos
好高兴今天买都赚钱不简单好久都没有买股票今天一买赚钱嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻 pos
韩国综合征美国流感最资格涨停应属华兰生物 pos
昨天出新药虎杖柑注射液获准美国进行人体临床试验公告今天涨 pos
涨停一次看好 pos
赶紧索罗斯拉升之前买入 pos
国资上市一定资本市场产生好影响 pos
全部炒作盘子小10元净资产6元公基金,7000多万总股本稳中有升经营业绩,行业资热烈庆祝腾信股份突破大关走了全仓买入金城医药 pos
今天必涨个点 pos
放量上涨 pos
确定行业中领军企业 pos
建设银行平安银行被国办督查室、银保监通报批评抬高小微融资成本 nag
沪深两市11月18日40只个股发生69笔大宗交易 共成交19.41亿元连续涨停绝密即将翻倍大牛股后期操作才好 pos
办贷款必须买保险？建行、平安银行因违规搭售等被点名通报18元 nag
热烈庆祝迪瑞医疗莎普爱思突破百元 pos
机构扫底扬言再涨五倍都严重低于价值华发股份白菜价举牌声此起彼伏！大湾区土豪土地明天起医药板块涨停潮 pos
国务院出手点名批评建行、平安北京分行 最终被罚100多万耐心持股下周应会反弹 pos
违规贷款！建设、平安银行两家分行被罚共计80万今日大盘很安全逢低大胆购买 pos
美股今晚暴跌开始了,大盘明天一次回踩 nag
估计冲到52.6如果冲过53.6后期轻松拉升 pos
减持后主力筹码增多也拉升中打压减少拉升压力在牛市中大利好 pos
原来牛市 pos
作赢股票说 pos
明天继续冲高可能控制好仓位不可冒进 pos
卖今天赚 pos
停牌股价低人心里价位然后建仓完成后再出公告 pos
今天创新高了未上车抓紧 pos
下星期新高 pos
今天洗不错明天继续涨停 pos
明天很关键 pos
李大霄明天市场大概率会修复性反弹 pos
劲爆保监会支持合规举牌利好举牌概念 pos
加仓 pos
大家猜测一下几分钟时封拉涨停版我箐14.08分 pos
看好股票拳头 pos
上周低价全仓感觉正确股吧好安静都抛 pos
好久没发过言今日大盘四两拨千斤坚定看好 pos
达安基因不错能涨 pos
上变概念龙头明天20分钟后涨停 pos
利好股黑马短期操作反弹要点 pos
19万股今天先回购 pos
连续爆涨博雅生物主力动向已经很明显小散们抓住机会 pos
低价业绩暴增送转新药全仓换股金城医药 pos
利好今天逆势大涨 pos
大盘成功反弹企稳会看看门道不会看看热闹酷 pos
四大利好突袭A股惊呼幸福来得太突然 pos
明天高开秒板 pos
现在炒股胆大随便敲个数买买可能涨停板 pos
金融股会走更好更远 pos
达安基因爆发在即后续还上涨 pos
沙得入中股票会涨 pos
周五可能小阳线下周有望突破点大盘站稳点以上W双底成立 pos
继续加仓 pos
友情提示均线方向不变大家不要慌张 pos
今天很多散户没买到涨停都买只所以下周主力洗盘 pos
大盘底部探明不会再低了小散做后悔事 pos
锌业股份里小小几月等待收益翻二番入驻城投等待平安健康福 pos
机会了还记得sars pos
4个涨停 pos
索罗斯概念股国农科技明天涨停 pos
臭美大盘好心情好 pos
华兰年底一定翻倍你守得住 pos
大行情快要中国后发制人超英赶美 pos
潜力股 pos
吸一天筹码下午涨停下星期高看 pos
高成长股小盘股次新股三四十亿市值难道不是机会 pos
血液制品长线大牛股代名词 pos
沪指突破点创业板股指上涨今天暴力拉升日 pos
拟定增募资2.1亿加码医药业务国农科技再度涨停 pos
尾盘抢100股坐等数钱 pos
泡沫已经挤净暴涨就此 pos
大伙今天票潇潇手里票还不错爱爱爱爱 pos
微放量震荡攀升大盘走很稳持股中 pos
周会否直接封涨停 pos
南京港职工祝贺涨停板 pos
今天必定大涨停000004...发了大利好 pos
缓慢建仓中仓位总体控制 pos
本轮涨势目标45元都抱好 pos
和佳股份股份真正牛国农科技新厂建设迫在眉睫欲投资2亿元解围大利好三最近会资产注入 pos
大家哭跌骂娘一大波行情就要产生 pos
不敢买价格就越涨往往错过波大行情 pos
资金抓紧相信达安三个涨停板 pos
卖出岳阳兴长全仓杀入达安基因 pos
达安进入亢奋期目标50我利润 pos
机会不多赶紧上车 pos
凡人奇管三会下午上涨一百点券商战略正能量 pos
大家复权看看上市以来涨118倍现在还五十多倍这个庄盘满泊满 pos
昨晚美国生物科技股疯狂上涨今日达安涨停[买入 pos
国农科技散户主力资金表现积极 pos
管理层132元进场 pos
美妙放量突破美中不足上影线爱爱爱静待中小创收复日均线 pos
好久没睡过好午觉害羞觉醒快红嘻嘻 pos
崇尚业绩共识 pos
涨停抢进创新高火箭发射收购兼并重组传闻顺势而为可牛市不言顶千万不要还 pos
赶紧买10.1马上了国农要升天了9999.99元 pos
今年分红不公告 pos
大盘低开好事不宜恐慌今日有望走出探底回升走势 pos
跌n天今天终于看到希望华兰生物加油我重仓 pos
太高兴啦涨4分钱哈哈哈 pos
博雅生物年报高送转潜力品种 pos
金字火腿才正宗小程序龙头股 pos
华兰高位利好兑现 pos
最大利好 pos
埃博拉利好达安基因刚看到新闻 pos
同志加仓好票别放过 pos
明天A股大盘观点低开震荡向上个股精彩纷呈 pos
收盘十字星多空平均明天看开心 pos
今沪指一度翻红六大蓝筹领涨 pos
股票必然填权 pos
今日大盘跳空上涨收盘能涨点以上缺口将会未来牛市根基 pos
涨停潜质 pos
达安基因消息已到多头大利好有望补涨上扬 pos
涨停涨停 pos
达安今天一定涨停加油达安 pos
大盘走势健康继续震荡反弹下周加大仓位操作 pos
大行情正式展翅 pos
华兰生物即将涨停微笑 pos
股市黄金投资请大胆 pos
涨停涨停涨停嘻嘻 pos
希望达安基因大涨但还希望疫情早日结束人人都平安快乐 pos
小盘低价ST明科即将公布年报摘帽 pos
识相点下午我拉回 pos
华兰生物老板抵押股票银行贷款近20亿元预计新项目并购企业大利好具体 pos
仓位不重每天做T博超跌反弹 pos
莱茵涨了你呢龙头风范耍起来 pos
拥抱蓝筹股 pos
价格严重低估 pos
主力建仓下午涨停 pos
达安太多好题材一个足以涨 pos
下午飘红 pos
下午大盘翻红 pos
加仓还骂一群废物看看大盘 pos
明天16.08可是哥不买哥挂全仓买进一路发发 pos
本事继续跌今天先吃进一千股还买两千股哈哈 pos
停了创新高离不远 pos
洗盘结束下周拉升目标元 pos
博雅周线macd指标调整到位新高也许身边 pos
只黎明前黑暗 pos
其实操作策略行只要创出新高后坚定做多加仓 pos
三天前买个股竟有二十利润真爽 pos
国农科技国统股份调整结束加仓加码上涨飙升突破奇迹信号 pos
沪指企稳涨逾板块全线飘红 pos
估计下周多数时间小盘股比较活跃多方面原因决 pos
海王生物主力持续增仓股价成功突破压力上升空间继续打开海王生物吉奥片进展情况公告留最后一个顶明天突破 pos
这次肿瘤标的物检测最大利好应该达安因为广东只中山大学肿瘤医院获批这两家 pos
3天内不进来继续犹豫继续涨 pos
主升浪已启动后面涨停别急 pos
当年8股上吉峰农机1月翻3倍博雅生物调整越低上涨越高 pos
继续买入还有波上涨 pos
热烈庆祝发行价九强生物继续涨停78元 pos
马上大盘变红 pos
花园生物涨停 pos
海王生物即将翻倍走势没上车抓紧了下午停止售票 pos
下周A股一笔神秘资金流入敬请期待牛市雨快点砸 pos
黄金终于调整股市倒走出比较好形态半仓一下参与一下 pos
资金暗中布局黑马并购重组概念活跃 pos
下周攻击点 pos
好股票折腾 pos
放量狂拉收大阳线 pos
全市场放量大涨指数纷纷创出新高明天能否继续向北再下一城 pos
全仓买入博通股份移动办公平台远程教育启动500美元 pos
明天涨停满仓 pos
小心周一周二想入朋友耐心等待周三起1成建仓日本人准备全仓再战 pos
后华兰蛋白涨价业绩大幅提升抢仓 pos
海王今年以来十几个涨停接后会几个跌停 pos
明天达安打开跌停或长一些那么相信接下来十天会30一60%涨幅 pos
知道大案基因这类巨顶古上市以来暴涨50倍 pos
本周达安资金净流入的周五主力资金流出7500万和前期主力净流入 pos
一定涨停坚守达安股友 pos
今日大盘企稳于之上收出一根放量小阳线仍受日均线支撑趋势好大盘走势懂马上开会市场要维稳别拦 pos
跌5天了,明天大涨 pos
基因板块是纳斯达克最牛逼板块200多美金一股完全没有业绩人类明天希 pos
生物工程股份有限公司取得埃博拉病毒生产毒株公告重大罕缺疯狂打压最后上车机会下午涨停不怀凝主力踩脚下 pos
亲们坚决不卖达安好票会足够回报耐心持有 pos
转战华鲁恒升下午爆涨江苏国农置业崇明岛1200多亩土地 pos
开盘跌停价进6成仓马上盈利锁仓3个月 pos
热烈祝贺达安基因涨停热烈祝贺长期坚守阵地小散取得重大胜利 pos
世界埃博拉卫生组织达安基因检测仪器列入采购目录估计明天涨停 pos
尾盘会打开涨停 pos
唱空今天必须涨停 pos
今天涨停收盘突破前期压力位受到资金青睐后市仍上涨空间考虑大盘因素建议明天高抛低吸 pos
医药板块酝酿下主题近两周主力资金已悄然进驻我基本确定博雅复牌上天那 pos
上证指数七喜热烈祝贺偷笑偷笑偷笑偷笑偷笑偷笑偷笑偷笑 pos
达安基因明天高开3个点直奔涨停义庄 pos
个人观点吸盘吸筹加仓爆满 pos
赶紧进入小道消息明天涨停等 pos
果农滴重组越来越近信不信 pos
坚守达安吧友们为坚守一起喝采 pos
涨到100停牌重组再涨到 pos
不会令失望 pos
美股基因股昨天大涨今天再次大涨 pos
建仓智能机器人五成仓位喝茶收益 pos
一片红 pos
创业板主板联袂上攻市场成交量再次放大或许使A股向上变盘趋势得以确立似乎预示一轮反弹来临沪综指至少会挑战点大关 pos
明日股市大盘走势应对微笑 pos
吃瓜群众想诱空之后暴涨成妖 pos
等闲识东风面万紫千红总是春 pos
买入大发特发 pos
生物股全线上涨 pos
浙江杭州资金老大准备举牌夺取李家控股权否定定增买入国农索罗斯搬砖扛沙袋国农一个月之内必回15元立贴证今天立贴证一个月后12元见浙江杭州资金老大准备举牌夺取李家控股权否定定增今天坐等数钱 pos
祝福中国银行未来路不断向前发展 pos
上海莱士今天又创新高牛 pos
风雨再起时城头变幻霸王旗 pos
看到唱空反而心安顶多洗下盘买别怕涨[赚大 pos
贝因美融资融券信息 pos
下股价上穿均线放量涨停机会 pos
逢低买入长线投机 pos
养老金进场牛市目前很多股票都底部趴 pos
临近解禁日期各种利好都出来 pos
华夏银行盘小绩优今年会价值回归反复向上 pos
解放军了为了每个达安股民请不要做t了不再赚救灾钱了让价快速拉升 pos
今天收盘37.8元明天涨停41.58元 pos
会不会突然涨停 pos
指数收盘悉数翻红创业板更是大涨 pos
买万股 pos
合作上海巴斯德所研究人员取得慢性乙肝治疗性疫苗研究新突破受批签发影响业绩低预期全年增长未变明天180点上涨勇上60元以上安康已清醒安康经验丰富无与伦比周机会涨停大家听一句话全仓买入华兰生物好公司却跌跌不休皮包公司业界人士分析称4个单抗品种均重磅级大品种单个品种年利润预计可达10亿美元上海莱士比较单纯市盈率来看兰兰价值应该现在近期直接封涨停 pos
看看总体仓位轻适当补点 pos
博起A股 pos
价值明显低估大神揭秘600378天科股份页岩气中一条肥鱼 pos
收购新百药业 pos
急拉升 pos
国人安好达安涨好 pos
天宝明天补涨上拭目以待 pos
明天生物板块集体爆发涨停但愿病菌不再肆虐但愿人间和平 pos
特大利好买进股票中国中期弧形大底已成 pos
澄清股价越长此地无银三百两 pos
今天大盘挺好心情好多 pos
上市可期股价翻备太好了今天真大涨最新公告透露重大利好海王生物九股下周一涨停海王生物海王药业原料药新版gmp认证公告双鸭嘴形成涨幅刚起步 pos
强烈看好业绩高速增长绩优股票 pos
明天肯定还回涨停发了坚决不卖 pos
看上午横盘下午涨停 pos
今日涨停加仓 pos
感觉股市春天 pos
光大银行涨停板出现 pos
今天开盘后买入收盘盈利近个点明天继续看涨 pos
本事三千手买去火箭发射002110三钢闽光筹码集中炒市值4亿营业额200亿国农科技子公司910万竞得4.33万平土地迎合重组中报送10股强势拉升 pos
终于红哥不淡定近期60元完全不梦目前仅27元考虑进出不发财都不行华兰生物季度疫苗销售业绩爆发我国首个抗埃博拉病毒药物获批6股有望爆发华兰生物设立华兰基因外企合作研究基因工程生物药华兰重大后期发展雄略事实近期不翻番都难电力板块龙头长江电力走 pos
下午机构护盘明显大胆买入～ pos
此股巴是藏龙卧虎人才济济 pos
庄家大人今天拉红盘晚上送美女 pos
明天冲击涨停 pos
好消息13个机构联合调研海王生物又涨 pos
运气好买入真是爽死 pos
马上拉升 pos
暗含利好7月a股迎拨云 pos
