买入长期持有沃森生物19条简短想法 pos
利好出还涨 pos
线战士持全安牌伟哥火爆进货深交所9月17日暂停etf融资买入etf融资余额已达到证券上市流通市值每个男人都一颗王全安心王后深男哥私募火爆大战伟哥股王全安时代召唤 pos
浙江冬日彻底破位 pos
达安基因该涨 pos
明天涨以上观天象达安今天下午逆转 pos
抄底啊兄弟 pos
大金融板块春天 pos
美股十天创新高 pos
空方势大力沉打新股去了让浮筹早走早着明天暴力拉升 pos
越发觉得现在入股市好好多股票都想买可惜没钱 pos
这次降准降息利好 pos
今天上来调整 pos
海王迎来新一轮扩张坚定持股利润奔跑 pos
黄斌汉大跌强势股错杀股机会 pos
高性能锂离子电池项目计划年开工 pos
今日博雅开盘的话理应涨停 pos
业绩大幅增长 pos
明天送配快抢 pos
明天涨傲霸天赶紧发图大笑 pos
卖几百股缴款希望浦发能涨 pos
获证喜报丨恭喜达安基因子公司达泰公司十九项医疗器械产品获批注册 pos
大盘进入主升浪加速运行请系好安全带 pos
逢涨清仓 pos
大家好我吴丹我满仓进来 pos
一丝丝怕意都没有反而越来越淡定 pos
买起来主力回来 pos
天山股份涨跟风狗能拉点 pos
万科补涨倒计时 pos
一定涨停才买 pos
大飞机板块爆发 pos
年前博雅上涨 pos
买买买买买买买买买买买买买买赶紧 pos
出重大利好逆势反转下周暴涨海王出重大利好逆势反转下周暴涨海王生物转折点眼前今日信号发起翻倍暴涨行情静飙升潜伏第二只成飞集成海王生物海王生物新龙头占股已满仓感觉良好 pos
今天必定大涨停哈哈哈哈 pos
短线至少可拉三个涨停板拭目以待 pos
出现两大关键信号展开拉升涨停板比赛 pos
已经悄悄新增血浆站 pos
收到消息今天行情肯定反转不反弹不信看 pos
超级牛市机会年一次 pos
新膜光伏成造富风口利好九五今早中国新财富富人榜出炉汉控股李河君1655亿 pos
谢谢庄家元大礼包 pos
没有重大利好建议复牌吧这两天耽误2个涨停板 pos
贫尼看今天还会涨上来 pos
继续追加仓位 pos
明天大涨 pos
收藏明天都会涨停 pos
好戏连台持有放心 pos
行情收盘不错今天通知大家尾盘抄底周一高开收钱酷 pos
南京港热烈祝贺达安基因涨停板 pos
华兰生物昨天诱空明天应该会大涨 pos
科华生物华兰生物莱茵生物全部冲击涨停达安基因笑死 pos
买一起买涨停 pos
000078补仓两种做法 pos
核幅射导生物制药行业大暴发 pos
快买突破明天涨停快买突破明天涨停快买突破明天涨停快买突破明天涨停快买突破 pos
高开2个点直线拉板信不信 pos
开盘机会上车 pos
博雅注入怡红院产品赶紧买回来 pos
看到新闻了华大基因a股上市了不知道不能买到 pos
大盘已经完成触碰50日线任务希望今天波像样反弹 pos
周边大合作股市大振兴下周上证攻破2400点主力今日进场前面人全解套很多筹码 pos
湖北江苏上海距离底部正好翻番汇丰浦发银行股价应超28元 pos
明日涨停17元 pos
今天解放军全线攻击发动三大战役中小板快速涨停紧接着创业板涨停得到广大工 pos
中国抗乙肝技术再获重大突破中国科学报11日报道近日记者中山大学获悉该校科 pos
兰石重装核罐子强势25日再度停盘自查核借钱买次新陕西黑猫惯性涨停 pos
大家放心大盘已经得到支撑风险不大现在八成仓股给力给力给力 pos
好高兴今天买都赚钱不简单好久都没有买股票今天一买赚钱嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻 pos
韩国综合征美国流感最资格涨停应属华兰生物 pos
昨天出新药虎杖柑注射液获准美国进行人体临床试验公告今天涨 pos
涨停一次看好 pos
小散们 pos
赶紧索罗斯拉升之前买入 pos
国资上市一定资本市场产生好影响 pos
全部炒作盘子小10元净资产6元公基金,7000多万总股本稳中有升经营业绩,行业资热烈庆祝腾信股份突破大关走了全仓买入金城医药 pos
今天必涨个点 pos
放量上涨 pos
确定行业中领军企业 pos
转往金城医药小盘业绩暴增高送转新药批涨到才顶部埃博拉疫情拉响全球警报美股相关概念公司暴涨2014年08月11日证券时报网埃博拉定国际公共卫生紧急事件00亿资金疯狂追捧小盘二胎霸主海伦钢琴 pos
钢要用刀刃上近期必然务实60元特大利好 pos
大盘企稳后市上涨在即暴涨有望 pos
今日涨停40.10价位封单不少于20万手兴奋 pos
好运来都挡不住 pos
连续涨停绝密即将翻倍大牛股后期操作才好 pos
18元热烈庆祝迪瑞医疗莎普爱思突破百元据传最近重大东西公布今天最佳买点此股几天庄家会拉停板热烈庆祝迪瑞医疗突破110元换股去金城医药盘小低价绩优高送转新药待批全仓换股金城医药 pos
明天起医药板块涨停潮 pos
耐心持股下周应会反弹 pos
今日大盘很安全逢低大胆购买 pos
大盘明天一次回踩 pos
估计冲到52.6如果冲过53.6后期轻松拉升 pos
减持后主力筹码增多也拉升中打压减少拉升压力在牛市中大利好 pos
原来牛市 pos
作赢股票说 pos
明天继续冲高可能控制好仓位不可冒进 pos
卖今天赚 pos
停牌股价低人心里价位然后建仓完成后再出公告 pos
今天创新高了未上车抓紧 pos
下星期新高 pos
今天洗不错明天继续涨停 pos
明天很关键 pos
李大霄明天市场大概率会修复性反弹 pos
劲爆保监会支持合规举牌利好举牌概念 pos
加仓 pos
大家猜测一下几分钟时封拉涨停版我箐14.08分 pos
看好股票拳头 pos
上周低价全仓感觉正确股吧好安静都抛 pos
好久没发过言今日大盘四两拨千斤坚定看好 pos
达安基因不错能涨 pos
上变概念龙头明天20分钟后涨停 pos
利好股黑马短期操作反弹要点 pos
19万股今天先回购 pos
